M,d,A_star,rho_star
2,5.4480365296803654,1.3869321231975735,0.6934660615987868
2,5.47082191780822,1.3900418063545208,0.6950209031772604
2,5.493607305936074,1.393117153437623,0.6965585767188115
2,5.516392694063927,1.3961587711741195,0.6980793855870597
2,5.539178082191781,1.3991672513161684,0.6995836256580842
2,5.561963470319634,1.4021431711209085,0.7010715855604542
2,5.5847488584474885,1.4050870938113966,0.7025435469056983
2,5.607534246575343,1.4079995690193385,0.7039997845096693
2,5.630319634703197,1.4108811332104776,0.7054405666052388
2,5.653105022831051,1.413732310093456,0.706866155046728
2,5.675890410958904,1.4165536110129247,0.7082768055064623
2,5.698675799086758,1.4193455353276283,0.7096727676638142
2,5.7214611872146115,1.422108570774156,0.711054285387078
2,5.744246575342466,1.424843193817013,0.7124215969085065
2,5.76703196347032,1.4275498699856273,0.7137749349928136
2,5.789817351598174,1.4302290541988822,0.7151145270994411
2,5.812602739726028,1.4328811910777242,0.7164405955388621
2,5.835388127853881,1.4355067152463736,0.7177533576231868
2,5.858173515981735,1.43810605162264,0.71905302581132
2,5.880958904109589,1.4406796156978094,0.7203398078489047
2,5.903744292237443,1.4432278138065584,0.7216139069032792
2,5.926529680365297,1.4457510433873173,0.7228755216936587
2,5.949315068493151,1.4482496932334885,0.7241248466167443
2,5.972100456621005,1.4507241437359073,0.7253620718679537
2,5.994885844748858,1.4531747671169073,0.7265873835584536
2,6.017671232876713,1.4556019276563423,0.7278009638281712
2,6.040456621004566,1.4580059819098923,0.7290029909549461
2,6.06324200913242,1.4603872789199728,0.7301936394599864
2,6.086027397260274,1.4627461604195433,0.7313730802097717
2,6.108812785388128,1.4650829610291058,0.7325414805145529
2,6.131598173515982,1.46739800844716,0.73369900422358
2,6.154383561643836,1.469691623634381,0.7348458118171906
2,6.17716894977169,1.4719641209917613,0.7359820604958807
2,6.199954337899543,1.4742158085329602,0.7371079042664801
2,6.222739726027397,1.4764469880510784,0.7382234940255392
2,6.245525114155251,1.4786579552800794,0.7393289776400397
2,6.268310502283105,1.4808490000510577,0.7404245000255288
2,6.2910958904109595,1.483020406443558,0.741510203221779
2,6.313881278538813,1.4851724529321197,0.7425862264660599
2,6.336666666666667,1.4873054125282452,0.7436527062641226
2,6.35945205479452,1.4894195529179406,0.7447097764589703
2,6.382237442922374,1.4915151365950143,0.7457575682975072
2,6.405022831050228,1.4935924209902731,0.7467962104951366
2,6.4278082191780825,1.4956516585967776,0.7478258292983888
2,6.450593607305937,1.4976930970912952,0.7488465485456476
2,6.47337899543379,1.4997169794520875,0.7498584897260437
2,6.496164383561644,1.5017235440731675,0.7508617720365838
2,6.518949771689497,1.5037130248751491,0.7518565124375746
2,6.541735159817351,1.505685651412815,0.7528428257064075
2,6.564520547945206,1.5076416489795075,0.7538208244897537
2,6.58730593607306,1.5095812387084726,0.7547906193542363
